"","ID","protect","g","b","m0","n","runtime","runtime_sd","rho_plus_ini","rho_plus","rho_plus_sd","q_plus_plus","clus_coef","largest_patch","best_model","class","largest_patch_sd","alpha","alpha_se","alpha_p","trunc","trunc_se","trunc_p","lower","lower_se","lower_p"
"1",1,0,0.1,0,0.05,9,500,0,0.847336468589492,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",2,0,0.1,0.02,0.05,9,500,0,0.84091943037541,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",3,0,0.1,0.04,0.05,9,500,0,0.876684079800422,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",4,0,0.1,0.06,0.05,9,500,0,0.841967491733117,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",5,0,0.1,0.08,0.05,9,500,0,0.851196936603325,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",6,0,0.1,0.1,0.05,9,500,0,0.850383870365719,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",7,0,0.1,0.12,0.05,9,500,0,0.84788238644186,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",8,0,0.1,0.14,0.05,9,500,0,0.864255047488647,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",9,0,0.1,0.16,0.05,9,500,0,0.856056792467522,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",10,0,0.1,0.18,0.05,9,500,0,0.853434620016358,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",11,0,0.1,0.2,0.05,9,500,0,0.848624265137025,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",12,0,0.1,0.22,0.05,9,500,0,0.850659260898828,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",13,0,0.1,0.24,0.05,9,500,0,0.857748935876104,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",14,0,0.1,0.26,0.05,9,500,0,0.857011066296966,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",15,0,0.1,0.28,0.05,9,500,0,0.848043280902008,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",16,0,0.1,0.3,0.05,9,500,0,0.849198790272284,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",17,0,0.1,0.32,0.05,9,501.622222222222,4.86666666666667,0.855437621352677,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",18,0,0.1,0.34,0.05,9,554.644444444445,102.844434841064,0.850862330837279,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",19,0,0.1,0.36,0.05,9,644.688888888889,106.79808570902,0.861420798656117,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",20,0,0.1,0.38,0.05,9,1212.66666666667,324.297856915521,0.846894890038917,0.000857443500471986,NA,0.0416445248289745,NA,11,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",21,0,0.1,0.4,0.05,1,2268.4,NA,0.88462437603157,0.0715620689655172,0.0050793597546582,0.403532552058716,5.65975992845558,21,2,"DOWN",NA,-0.612372046492594,0.0624426417662241,1.18861111683568e-07,0.16569874737018,0.01302698729385,4.41338344514966e-09,NA,NA,NA
"22",22,0,0.1,0.42,0.05,9,1510.15555555556,686.143605798216,0.855415691031764,0.214984413348881,0.00631098093238934,0.439992189075869,2.05118577951999,52.3333333333333,2,"DOWN",13.2193040664023,-0.760498348866958,0.0175624204080598,6.02454382948202e-122,0.0603025589124061,0.00224954380130116,2.60920472044813e-77,NA,NA,NA
"23",23,0,0.1,0.44,0.05,9,1570.24444444444,535.874778075791,0.852907549152668,0.296835193514354,0.00764953806856727,0.471876843991423,1.59057993645693,63.4444444444444,2,"DOWN",7.85988408170106,-0.592917145743362,0.0100806774323975,1.50929885303647e-182,0.0564523866653177,0.00112253536725666,2.01421367380773e-161,NA,NA,NA
"24",24,0,0.1,0.46,0.05,9,1576.46666666667,503.892111468318,0.854876827735764,0.353597484591038,0.00781393331126883,0.497935213870577,1.40865076335505,122.444444444444,2,"DOWN",30.5127477913376,-0.715140070582724,0.00793708306746068,1.10763269587141e-273,0.0237430522701496,0.000636883925017933,3.09294213084324e-134,NA,NA,NA
"25",25,0,0.1,0.48,0.05,9,1657.68888888889,536.637373941763,0.854998286948022,0.400778838358598,0.00703836851415027,0.521963483885053,1.30258265186329,182.777777777778,2,"DOWN",40.3415969496058,-0.716471572736116,0.0059431723464286,0,0.0148660370210972,0.000383660322008323,9.40651098279408e-146,NA,NA,NA
"26",26,0,0.1,0.5,0.05,9,1184.55555555556,325.213849301929,0.835289113492601,0.438361152756955,0.00704832023382798,0.543259640464176,1.23945281165176,258.222222222222,2,"DOWN",108.944685251023,-0.702160774787252,0.00513926695143933,0,0.00778234969952961,0.000256468171970295,1.80703082933323e-115,NA,NA,NA
"27",27,0,0.1,0.52,0.05,9,1391.33333333333,862.775955854126,0.864212141682704,0.472752634793714,0.00720271362359104,0.564040312897182,1.19322429468169,666.111111111111,2,"DOWN",447.046262830941,-0.754049024442624,0.00365104206193742,0,0.00113502932191218,9.22498083251146e-05,2.68077893987636e-30,NA,NA,NA
"28",28,0,0.1,0.54,0.05,9,1387.73333333333,509.649271558393,0.860338599558195,0.502680937309123,0.00671805927282298,0.583005147601029,1.15987958360158,710,2,"DOWN",199.622143060333,-0.730557379659752,0.00297700442673762,0,0.00113096937600434,6.95325521125721e-05,7.08728915356003e-47,NA,NA,NA
"29",29,0,0.1,0.56,0.05,9,1396.17777777778,596.999216452119,0.853746497186108,0.528187173080127,0.006751844234315,0.599658415076465,1.13539221303238,1274.77777777778,3,"PL",541.613510212259,-0.758108558167688,0.00278547815982686,0,NA,NA,NA,NA,NA,NA
"30",30,0,0.1,0.58,0.05,9,1497.84444444444,648.149371501491,0.834265519334521,0.551223921372647,0.00663496677224246,0.615521268963127,1.1167105976764,2718.77777777778,4,"UP",928.938611773913,-0.872753563130783,0.00676706771104708,9.48887518245211e-253,NA,NA,NA,0.00498704857014916,0.000386499884206582,2.9993578910787e-30
"31",31,0,0.1,0.6,0.05,9,1445.37777777778,516.7241957219,0.843622150145368,0.573103553778666,0.00605572809471621,0.630545770410274,1.10026390816374,4654.44444444444,4,"UP",401.777958302565,-1.04020072232258,0.00913709346728141,1.04455121567776e-190,NA,NA,NA,0.00630720354525357,0.000438439038095336,4.12200702655073e-33
"32",32,0,0.1,0.62,0.05,9,1104.02222222222,580.327273565912,0.852054717510732,0.592040618579599,0.00628599489767138,0.644137019846371,1.08803295451107,5239,4,"UP",290.673356192135,-1.16213286882472,0.0124028656371069,5.442140077843e-145,NA,NA,NA,0.00761452030640588,0.000528038627913499,4.998469276705e-31
"33",33,0,0.1,0.64,0.05,9,1564.2,793.761538498811,0.847653554775752,0.609754178466322,0.00612617832747524,0.657087573905006,1.07765685565077,5627.88888888889,4,"UP",52.8948117598608,-1.19920660444855,0.0122637891805733,5.7580463636667e-135,NA,NA,NA,0.00776168040725472,0.000535557368538914,4.67795742049807e-30
"34",34,0,0.1,0.66,0.05,9,925.377777777778,447.904626504845,0.866612378999384,0.626165767116442,0.00618985988832356,0.669349123142811,1.06899405636484,5914.55555555556,4,"UP",214.890152817149,-1.30880511500382,0.0287458087824289,2.82773920120919e-76,NA,NA,NA,0.0123565376877031,0.00124746560293363,3.63702626485369e-17
"35",35,0,0.1,0.68,0.05,9,1147.33333333333,480.333821420062,0.840705568302009,0.641398395246821,0.00599477716643401,0.680931489506102,1.06166011632577,6206.66666666667,4,"UP",104.484448603608,-1.45913103551994,0.0273469503114739,1.51502387365558e-71,NA,NA,NA,0.0110223709639459,0.00103707993418942,9.70069523761647e-18
"36",36,0,0.1,0.7,0.05,9,1130.93333333333,480.236066950411,0.837193769097535,0.655075451163307,0.00578003244815325,0.691413920619184,1.05549162412293,6323.77777777778,4,"UP",60.3236640502253,-1.49045893955452,0.0173798536213578,1.57327385571083e-92,NA,NA,NA,0.01071829685354,0.00065634991705563,1.84965356285138e-29
"37",37,0,0.1,0.72,0.05,9,1144.64444444444,546.068903873658,0.861592430828346,0.667752512632573,0.00554997792503721,0.701377587025475,1.05037195986594,6531.55555555556,4,"UP",76.2546902018346,-1.62533688319849,0.0352713132549993,2.44413134023142e-58,NA,NA,NA,0.0146276907741183,0.00129628481651926,4.5767344762654e-18
"38",38,0,0.1,0.74,0.05,9,1264.71111111111,538.18572176444,0.85546567212635,0.679573824199012,0.00550436809246488,0.710767413545881,1.04591727315293,6710.22222222222,4,"UP",57.1112462168743,-1.74221758914634,0.0394273752715356,8.13611253700888e-52,NA,NA,NA,0.0190169778638309,0.00133456044891928,4.22952132883912e-22
"39",39,0,0.1,0.76,0.05,9,1164.66666666667,548.893769321533,0.842418234508174,0.690908573491032,0.00557048600385819,0.719767538694262,1.04178514857709,6833.55555555556,4,"UP",55.4529329952689,-1.57469245189041,0.041898681563267,8.18942353448142e-46,NA,NA,NA,0.0206144745814016,0.00176519122914373,1.30116397781623e-17
"40",40,0,0.1,0.78,0.05,9,944.955555555556,464.865107077072,0.844981740787625,0.70157696707202,0.00526959906607288,0.728363843156144,1.03819102929214,6919.77777777778,4,"UP",76.3033055931684,-1.86791113173825,0.0384040802420304,1.03042774549858e-48,NA,NA,NA,0.0210797857624672,0.00132964333954962,9.51789928757643e-23
"41",41,0,0.1,0.8,0.05,9,1073.64444444444,478.846424000198,0.845843335691219,0.711492492642568,0.00531385816307052,0.736407765808782,1.03502908878116,7026.33333333333,4,"UP",74.9349718088957,-1.75532683568377,0.0384515490994114,1.17997639878685e-51,NA,NA,NA,0.0225659371128115,0.00161339541942247,2.05606707854177e-21
"42",42,0,0.1,0.82,0.05,9,1259.62222222222,391.659219787361,0.863722283382797,0.720202915209062,0.00520652955414032,0.743611140815359,1.03251201238838,7075.44444444444,4,"UP",48.6983344456233,-1.99310834192602,0.0674021383142818,9.10735938341994e-34,NA,NA,NA,0.0261784987001667,0.00226613702058911,7.52293565181753e-16
"43",43,0,0.1,0.84,0.05,9,961.844444444445,458.556297282872,0.844215919980262,0.729024954189572,0.00499647947649219,0.750891434809135,1.03000336610072,7246.22222222222,4,"UP",42.1241551184643,-1.86515037071194,0.0696429446071742,2.6007373761161e-31,NA,NA,NA,0.0318023926663845,0.00280743230985196,2.05431390585939e-15
"44",44,0,0.1,0.86,0.05,9,885.333333333333,464.642959701317,0.85146333727106,0.737400322061192,0.00512179811721904,0.757843217238977,1.02773212653343,7335.11111111111,4,"UP",60.5938207337276,-2.30362499400635,0.132685707128625,3.1568658121811e-20,NA,NA,NA,0.034935636215557,0.00393147561521418,5.18826320248958e-11
"45",45,0,0.1,0.88,0.05,9,944.555555555556,349.724788623537,0.854573602431143,0.745033805319562,0.00507640802816664,0.76417507867883,1.02569911358717,7402.11111111111,4,"UP",54.4092006108444,-2.24268298824051,0.0704191262875903,1.52825186827569e-30,NA,NA,NA,0.0333146830804691,0.00220985486130367,2.53175185573247e-18
"46",46,0,0.1,0.9,0.05,9,1105.84444444444,485.858598542598,0.852736446866766,0.752708467988228,0.00480110826001838,0.770684097513349,1.02388779645176,7522.88888888889,4,"UP",59.0284771200402,-2.03643410726891,0.0873953329037827,1.6917580249834e-24,NA,NA,NA,0.0446045054961589,0.00329022129148734,2.42784315271428e-16
"47",47,0,0.1,0.92,0.05,9,924.888888888889,189.002886515289,0.848419092546424,0.759186945416181,0.00491191478213641,0.776170791312218,1.02237838012074,7562.22222222222,4,"UP",24.1545946859898,-2.51093993219224,0.138725487891926,2.25953252163402e-18,NA,NA,NA,0.045233265256523,0.00381549045247033,3.01729031456678e-13
"48",48,0,0.1,0.94,0.05,9,748.644444444445,235.233432525604,0.842997160238317,0.765830951191071,0.00487325895035972,0.781777466565763,1.02082858119488,7628.11111111111,4,"UP",67.7097563953018,-2.30886971878242,0.131108962458078,1.41529806173729e-19,NA,NA,NA,0.0569456007096261,0.00487951667364209,5.79243663911243e-14
"49",49,0,0.1,0.96,0.05,9,1099.6,405.706568840092,0.857120470798368,0.771942717530124,0.00469061011411062,0.787063302717642,1.01959324281414,7675.66666666667,4,"UP",22.293496809608,-2.25592658327173,0.104324599097579,1.88976790313564e-21,NA,NA,NA,0.0501855641888591,0.00407816506247987,4.46867100074151e-14
"50",50,0,0.1,0.98,0.05,9,1069.13333333333,623.213342283363,0.837498807925214,0.777740901771337,0.00462428537545308,0.792033614102738,1.01838256367698,7753.66666666667,4,"UP",48.6698058348295,-2.84922849056476,0.199064437265076,1.11832104566606e-14,NA,NA,NA,0.0646312002677089,0.00535536746411968,7.88969711958024e-13
"51",51,0,0.1,1,0.05,9,788.355555555556,235.220253757575,0.847993063758541,0.783462241101671,0.00454260357933397,0.796981674851258,1.01726090565327,7831.22222222222,4,"UP",84.1661716157058,-2.59218457399484,0.201860296615557,5.98648374111196e-14,NA,NA,NA,0.0694388458577006,0.00667014870629015,1.21583838510357e-11
"52",52,0,0.4,0,0.05,9,500,0,0.830536468290827,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",53,0,0.4,0.02,0.05,9,500,0,0.84146844091463,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",54,0,0.4,0.04,0.05,9,500,0,0.856439530285489,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",55,0,0.4,0.06,0.05,9,500,0,0.865397002253061,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",56,0,0.4,0.08,0.05,9,500,0,0.858007863580456,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",57,0,0.4,0.1,0.05,9,500,0,0.853620297888604,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",58,0,0.4,0.12,0.05,9,500,0,0.849183884912378,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",59,0,0.4,0.14,0.05,9,500,0,0.846200744417082,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",60,0,0.4,0.16,0.05,9,500,0,0.846444925332132,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",61,0,0.4,0.18,0.05,9,500,0,0.851109659131099,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",62,0,0.4,0.2,0.05,9,500,0,0.836015092648773,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",63,0,0.4,0.22,0.05,9,500,0,0.868307921440444,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",64,0,0.4,0.24,0.05,9,500,0,0.848900870714958,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",65,0,0.4,0.26,0.05,9,500,0,0.852423392657915,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",66,0,0.4,0.28,0.05,9,500,0,0.87070404478711,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",67,0,0.4,0.3,0.05,9,500,0,0.856612263237023,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",68,0,0.4,0.32,0.05,9,500,0,0.838721730930006,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",69,0,0.4,0.34,0.05,9,500,0,0.851763614010997,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",70,0,0.4,0.36,0.05,9,500,0,0.848882175136047,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",71,0,0.4,0.38,0.05,9,500,0,0.849893470907894,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",72,0,0.4,0.4,0.05,9,500,0,0.837324693692952,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",73,0,0.4,0.42,0.05,9,500,0,0.855585904660014,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",74,0,0.4,0.44,0.05,9,500,0,0.838531098858867,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",75,0,0.4,0.46,0.05,9,500,0,0.860023958924123,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",76,0,0.4,0.48,0.05,9,500,0,0.86767707250288,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",77,0,0.4,0.5,0.05,9,500,0,0.832947409328901,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",78,0,0.4,0.52,0.05,9,500,0,0.863334044529539,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",79,0,0.4,0.54,0.05,9,500,0,0.850260159269803,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",80,0,0.4,0.56,0.05,9,500,0,0.853643052124729,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",81,0,0.4,0.58,0.05,9,500,0,0.851063637518221,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",82,0,0.4,0.6,0.05,9,500,0,0.848855299944989,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",83,0,0.4,0.62,0.05,9,500,0,0.859886933837293,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",84,0,0.4,0.64,0.05,9,500,0,0.840765237906534,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",85,0,0.4,0.66,0.05,9,500,0,0.849829311536936,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",86,0,0.4,0.68,0.05,9,500,0,0.862585112620663,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",87,0,0.4,0.7,0.05,9,500,0,0.857175751490932,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",88,0,0.4,0.72,0.05,9,500,0,0.83783059239698,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",89,0,0.4,0.74,0.05,9,500,0,0.847560509462427,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",90,0,0.4,0.76,0.05,9,500,0,0.84221529628978,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",91,0,0.4,0.78,0.05,9,500,0,0.842942263845665,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",92,0,0.4,0.8,0.05,9,500,0,0.846229338811504,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",93,0,0.4,0.82,0.05,9,500,0,0.864473852026276,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",94,0,0.4,0.84,0.05,9,500,0,0.861269755402787,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",95,0,0.4,0.86,0.05,9,500,0,0.851588398743317,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",96,0,0.4,0.88,0.05,9,500,0,0.860892945970409,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",97,0,0.4,0.9,0.05,9,500,0,0.859557589904095,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",98,0,0.4,0.92,0.05,9,500,0,0.84515984997205,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",99,0,0.4,0.94,0.05,9,500,0,0.858917611198396,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",100,0,0.4,0.96,0.05,9,500,0,0.848411720740195,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",101,0,0.4,0.98,0.05,9,500,0,0.845051036547456,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",102,0,0.4,1,0.05,9,500,0,0.834605759082155,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",103,0.5,0.1,0,0.05,9,500,0,0.852165313155597,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",104,0.5,0.1,0.02,0.05,9,500,0,0.873701389928141,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",105,0.5,0.1,0.04,0.05,9,500,0,0.856512108690933,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",106,0.5,0.1,0.06,0.05,9,500,0,0.865533736045472,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",107,0.5,0.1,0.08,0.05,9,500,0,0.854989501435517,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",108,0.5,0.1,0.1,0.05,9,500,0,0.850398678860317,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",109,0.5,0.1,0.12,0.05,9,500,0,0.854953940818086,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",110,0.5,0.1,0.14,0.05,9,500,0,0.8458133111682,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",111,0.5,0.1,0.16,0.05,9,500,0,0.843198002114271,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",112,0.5,0.1,0.18,0.05,9,500,0,0.844205422399359,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",113,0.5,0.1,0.2,0.05,9,511.511111111111,34.5333333333333,0.84389513228606,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",114,0.5,0.1,0.22,0.05,9,630.6,102.261380784732,0.8399334678504,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",115,0.5,0.1,0.24,0.05,9,1170.28888888889,346.446346655743,0.845888950036735,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",116,0.5,0.1,0.26,0.05,3,1513.93333333333,793.150233772476,0.841534175250369,0.0507893053473263,0.00455561123104434,0.386704942138276,8.9353575482373,22,2,"DOWN",7,-0.834082638941519,0.0914623854375758,6.86940890955636e-11,0.100288167622752,0.0195825864632692,1.03657100232029e-05,NA,NA,NA
